2 1.838e+00 -4.432e-01 6.065e-02 1.291e+00
3 3.795e-01 -2.508e+01 2.140e-02 2.256e+00
4 1.815e-01 6.791e+01 9.754e-03 4.993e+00
5 1.080e-01 -1.931e+01 5.108e-03 1.789e+01
6 6.572e-02 5.574e+01 3.076e-03 3.759e+01
7 2.930e-02 1.927e+02 2.157e-03 9.559e-01
8 2.337e-02 -2.848e+02 1.479e-03 1.073e+00
9 4.712e-03 -3.314e+02 1.058e-03 1.064e+00
10 3.734e-03 5.290e+02 7.828e-04 1.058e+00
11 3.106e-03 1.134e+02 5.955e-04 1.053e+00
12 3.975e-03 5.094e+02 4.634e-04 1.050e+00
13 4.724e-03 3.082e+02 3.677e-04 1.047e+00
14 4.409e-03 1.492e+02 2.967e-04 1.045e+00
15 3.924e-03 1.276e+02 2.428e-04 1.043e+00
16 3.456e-03 1.192e+02 2.012e-04 1.041e+00
17 3.017e-03 3.706e+01 1.687e-04 1.040e+00
18 2.542e-03 -3.072e+01 1.427e-04 1.039e+00
19 2.151e-03 -3.094e+01 1.219e-04 1.038e+00
20 1.837e-03 -3.113e+01 1.049e-04 1.037e+00
21 1.582e-03 -1.686e+01 9.090e-05 1.037e+00
22 1.378e-03 -8.935e+00 7.930e-05 1.036e+00
23 1.207e-03 -8.939e+00 6.960e-05 1.036e+00
# n	norm_2	alpha_2	norm_3	alpha_3
