2 1.766e+00 -7.813e-01 6.065e-02 1.291e+00
3 4.890e-01 6.946e-01 2.140e-02 2.256e+00
4 2.109e-01 -6.874e+00 9.754e-03 4.993e+00
5 9.049e-02 4.198e+00 5.108e-03 1.789e+01
6 5.142e-02 4.201e+01 3.076e-03 3.759e+01
7 3.244e-02 1.167e+02 2.157e-03 9.559e-01
8 2.315e-02 -1.359e+02 1.479e-03 1.073e+00
9 1.094e-02 -1.694e+02 1.058e-03 1.064e+00
10 8.727e-03 9.197e+02 7.828e-04 1.058e+00
11 9.367e-03 9.426e+00 5.955e-04 1.053e+00
12 8.224e-03 6.656e+01 4.634e-04 1.050e+00
13 6.642e-03 -2.391e+01 3.677e-04 1.047e+00
14 5.101e-03 -8.615e+01 2.967e-04 1.045e+00
15 4.107e-03 8.607e+01 2.428e-04 1.043e+00
16 3.560e-03 9.039e+01 2.012e-04 1.041e+00
17 3.073e-03 1.349e+01 1.687e-04 1.040e+00
18 2.571e-03 -5.187e+01 1.427e-04 1.039e+00
19 2.161e-03 -5.256e+01 1.219e-04 1.038e+00
20 1.835e-03 -5.317e+01 1.049e-04 1.037e+00
21 1.577e-03 -8.065e+00 9.090e-05 1.037e+00
22 1.378e-03 1.692e+01 7.930e-05 1.036e+00
23 1.213e-03 1.685e+01 6.960e-05 1.036e+00
# n	norm_2	alpha_2	norm_3	alpha_3
