2 2.063e+00 -8.531e-01 6.065e-02 1.291e+00
3 4.992e-01 -8.394e+00 2.140e-02 2.256e+00
4 2.268e-01 2.230e+01 9.754e-03 4.993e+00
5 1.052e-01 -2.491e+01 5.108e-03 1.789e+01
6 5.840e-02 6.392e+01 3.076e-03 3.759e+01
7 2.783e-02 1.728e+02 2.157e-03 9.559e-01
8 2.686e-02 -8.382e+01 1.479e-03 1.073e+00
9 9.628e-03 -3.769e+02 1.058e-03 1.064e+00
10 6.446e-03 6.958e+02 7.828e-04 1.058e+00
11 5.951e-03 9.805e+01 5.955e-04 1.053e+00
12 6.842e-03 3.245e+02 4.634e-04 1.050e+00
13 6.866e-03 1.559e+02 3.677e-04 1.047e+00
14 5.787e-03 1.937e+01 2.967e-04 1.045e+00
15 4.888e-03 1.138e+02 2.428e-04 1.043e+00
16 4.286e-03 1.117e+02 2.012e-04 1.041e+00
17 3.713e-03 -1.971e+01 1.687e-04 1.040e+00
18 3.033e-03 -1.356e+02 1.427e-04 1.039e+00
19 2.486e-03 -1.409e+02 1.219e-04 1.038e+00
20 2.064e-03 -1.458e+02 1.049e-04 1.037e+00
21 1.743e-03 -3.757e+01 9.090e-05 1.037e+00
22 1.523e-03 2.373e+01 7.930e-05 1.036e+00
23 1.342e-03 2.361e+01 6.960e-05 1.036e+00
# n	norm_2	alpha_2	norm_3	alpha_3
