2 1.916e+00 -8.150e-01 6.065e-02 1.291e+00
3 4.959e-01 -3.834e+00 2.140e-02 2.256e+00
4 2.232e-01 5.457e+00 9.754e-03 4.993e+00
5 9.737e-02 -8.496e+00 5.108e-03 1.789e+01
6 5.524e-02 3.488e+01 3.076e-03 3.759e+01
7 2.905e-02 1.676e+02 2.157e-03 9.559e-01
8 2.610e-02 -1.185e+02 1.479e-03 1.073e+00
9 1.019e-02 -3.418e+02 1.058e-03 1.064e+00
10 7.821e-03 8.700e+02 7.828e-04 1.058e+00
11 8.342e-03 8.644e+01 5.955e-04 1.053e+00
12 8.390e-03 1.625e+02 4.634e-04 1.050e+00
13 7.280e-03 3.206e+01 3.677e-04 1.047e+00
14 5.737e-03 -5.959e+01 2.967e-04 1.045e+00
15 4.666e-03 8.400e+01 2.428e-04 1.043e+00
16 4.039e-03 8.713e+01 2.012e-04 1.041e+00
17 3.473e-03 -1.702e+01 1.687e-04 1.040e+00
18 2.856e-03 -1.087e+02 1.427e-04 1.039e+00
19 2.361e-03 -1.121e+02 1.219e-04 1.038e+00
20 1.974e-03 -1.151e+02 1.049e-04 1.037e+00
21 1.677e-03 -3.167e+01 9.090e-05 1.037e+00
22 1.464e-03 1.535e+01 7.930e-05 1.036e+00
23 1.288e-03 1.529e+01 6.960e-05 1.036e+00
# n	norm_2	alpha_2	norm_3	alpha_3
