# 12 rows of Z in [0.00001, 0.04], 7 columns of logU in [-4, -1]
3.757e+07 3.801e+07 3.853e+07 3.907e+07 3.936e+07 3.952e+07 3.966e+07
3.323e+07 3.356e+07 3.395e+07 3.433e+07 3.447e+07 3.451e+07 3.456e+07
2.782e+07 2.794e+07 2.807e+07 2.817e+07 2.810e+07 2.797e+07 2.789e+07
2.572e+07 2.577e+07 2.582e+07 2.587e+07 2.580e+07 2.569e+07 2.563e+07
2.453e+07 2.454e+07 2.456e+07 2.462e+07 2.459e+07 2.452e+07 2.447e+07
2.290e+07 2.290e+07 2.293e+07 2.301e+07 2.300e+07 2.295e+07 2.291e+07
2.136e+07 2.136e+07 2.140e+07 2.152e+07 2.154e+07 2.150e+07 2.148e+07
1.978e+07 1.980e+07 1.984e+07 1.999e+07 2.002e+07 2.000e+07 1.999e+07
1.841e+07 1.843e+07 1.847e+07 1.862e+07 1.867e+07 1.866e+07 1.865e+07
1.663e+07 1.666e+07 1.670e+07 1.685e+07 1.690e+07 1.690e+07 1.690e+07
1.465e+07 1.468e+07 1.471e+07 1.484e+07 1.491e+07 1.493e+07 1.492e+07
1.200e+07 1.202e+07 1.205e+07 1.216e+07 1.223e+07 1.224e+07 1.225e+07
1.062e+07 1.065e+07 1.069e+07 1.078e+07 1.084e+07 1.086e+07 1.087e+07
