# 12 rows of Z in [0.00001, 0.04], 7 columns of logU in [-4, -1]
1.109e+05 1.325e+05 9.604e+04 5.461e+04 3.463e+04 2.474e+04 1.857e+04
9.802e+05 1.204e+06 9.140e+05 5.260e+05 3.301e+05 2.326e+05 1.724e+05
7.749e+06 9.869e+06 8.294e+06 4.982e+06 3.082e+06 2.100e+06 1.498e+06
1.324e+07 1.678e+07 1.450e+07 8.860e+06 5.441e+06 3.656e+06 2.574e+06
1.731e+07 2.153e+07 1.856e+07 1.137e+07 6.950e+06 4.646e+06 3.258e+06
1.958e+07 2.384e+07 2.042e+07 1.255e+07 7.670e+06 5.120e+06 3.589e+06
2.218e+07 2.594e+07 2.208e+07 1.385e+07 8.550e+06 5.732e+06 4.034e+06
2.171e+07 2.456e+07 2.072e+07 1.318e+07 8.220e+06 5.539e+06 3.917e+06
1.954e+07 2.172e+07 1.869e+07 1.231e+07 7.862e+06 5.388e+06 3.860e+06
1.531e+07 1.656e+07 1.424e+07 9.624e+06 6.316e+06 4.429e+06 3.248e+06
9.846e+06 1.033e+07 8.677e+06 5.987e+06 4.142e+06 3.120e+06 2.516e+06
4.529e+06 4.482e+06 3.528e+06 2.490e+06 1.943e+06 1.711e+06 1.601e+06
2.337e+06 2.195e+06 1.619e+06 1.119e+06 8.755e+05 7.691e+05 7.226e+05
