# 12 rows of Z in [0.00001, 0.04], 7 columns of logU in [-4, -1]
1.079e+08 1.090e+08 1.103e+08 1.115e+08 1.120e+08 1.121e+08 1.122e+08
9.501e+07 9.581e+07 9.669e+07 9.743e+07 9.751e+07 9.733e+07 9.720e+07
7.886e+07 7.898e+07 7.906e+07 7.899e+07 7.847e+07 7.788e+07 7.747e+07
7.266e+07 7.254e+07 7.237e+07 7.219e+07 7.177e+07 7.131e+07 7.103e+07
6.448e+07 6.427e+07 6.412e+07 6.417e+07 6.404e+07 6.382e+07 6.369e+07
6.003e+07 5.989e+07 5.986e+07 6.012e+07 6.012e+07 6.000e+07 5.992e+07
5.561e+07 5.557e+07 5.563e+07 5.601e+07 5.611e+07 5.605e+07 5.601e+07
5.180e+07 5.181e+07 5.191e+07 5.235e+07 5.250e+07 5.251e+07 5.248e+07
4.696e+07 4.702e+07 4.718e+07 4.764e+07 4.785e+07 4.790e+07 4.792e+07
4.161e+07 4.169e+07 4.184e+07 4.230e+07 4.261e+07 4.275e+07 4.280e+07
3.438e+07 3.446e+07 3.464e+07 3.512e+07 3.548e+07 3.568e+07 3.579e+07
3.064e+07 3.075e+07 3.097e+07 3.144e+07 3.184e+07 3.207e+07 3.218e+07
