2 2.145e+00 -8.387e-01 6.065e-02 1.291e+00
3 5.027e-01 -1.091e+01 2.140e-02 2.256e+00
4 2.317e-01 2.878e+01 9.754e-03 4.993e+00
5 1.123e-01 -3.091e+01 5.108e-03 1.789e+01
6 6.157e-02 6.949e+01 3.076e-03 3.759e+01
7 2.864e-02 1.746e+02 2.157e-03 9.559e-01
8 2.731e-02 -1.098e+02 1.479e-03 1.073e+00
9 9.214e-03 -3.783e+02 1.058e-03 1.064e+00
10 5.945e-03 5.995e+02 7.828e-04 1.058e+00
11 4.991e-03 7.766e+01 5.955e-04 1.053e+00
12 5.966e-03 3.892e+02 4.634e-04 1.050e+00
13 6.361e-03 2.172e+02 3.677e-04 1.047e+00
14 5.619e-03 8.337e+01 2.967e-04 1.045e+00
15 4.882e-03 1.312e+02 2.428e-04 1.043e+00
16 4.313e-03 1.253e+02 2.012e-04 1.041e+00
17 3.755e-03 -1.034e+01 1.687e-04 1.040e+00
18 3.075e-03 -1.285e+02 1.427e-04 1.039e+00
19 2.526e-03 -1.332e+02 1.219e-04 1.038e+00
20 2.101e-03 -1.376e+02 1.049e-04 1.037e+00
21 1.778e-03 -3.445e+01 9.090e-05 1.037e+00
22 1.554e-03 2.383e+01 7.930e-05 1.036e+00
23 1.369e-03 2.371e+01 6.960e-05 1.036e+00
# n	norm_2	alpha_2	norm_3	alpha_3
