2 1.931e+00 -8.960e-01 6.065e-02 1.291e+00
3 4.793e-01 -6.142e+00 2.140e-02 2.256e+00
4 2.183e-01 1.210e+01 9.754e-03 4.993e+00
5 9.635e-02 -1.637e+01 5.108e-03 1.789e+01
6 5.414e-02 4.219e+01 3.076e-03 3.759e+01
7 2.734e-02 1.802e+02 2.157e-03 9.559e-01
8 2.557e-02 -1.215e+02 1.479e-03 1.073e+00
9 9.365e-03 -3.441e+02 1.058e-03 1.064e+00
10 7.049e-03 8.088e+02 7.828e-04 1.058e+00
11 7.187e-03 9.474e+01 5.955e-04 1.053e+00
12 7.587e-03 2.187e+02 4.634e-04 1.050e+00
13 6.929e-03 7.562e+01 3.677e-04 1.047e+00
14 5.583e-03 -3.436e+01 2.967e-04 1.045e+00
15 4.597e-03 9.324e+01 2.428e-04 1.043e+00
16 3.994e-03 9.479e+01 2.012e-04 1.041e+00
17 3.441e-03 -2.554e+01 1.687e-04 1.040e+00
18 2.811e-03 -1.325e+02 1.427e-04 1.039e+00
19 2.306e-03 -1.375e+02 1.219e-04 1.038e+00
20 1.916e-03 -1.422e+02 1.049e-04 1.037e+00
21 1.620e-03 -3.297e+01 9.090e-05 1.037e+00
22 1.417e-03 2.876e+01 7.930e-05 1.036e+00
23 1.250e-03 2.858e+01 6.960e-05 1.036e+00
# n	norm_2	alpha_2	norm_3	alpha_3
