2 2.198e+00 -7.542e-01 6.065e-02 1.291e+00
3 4.967e-01 -1.460e+01 2.140e-02 2.256e+00
4 2.294e-01 4.066e+01 9.754e-03 4.993e+00
5 1.223e-01 -2.991e+01 5.108e-03 1.789e+01
6 6.772e-02 7.178e+01 3.076e-03 3.759e+01
7 3.191e-02 1.478e+02 2.157e-03 9.559e-01
8 2.667e-02 -1.811e+02 1.479e-03 1.073e+00
9 7.743e-03 -3.196e+02 1.058e-03 1.064e+00
10 5.426e-03 5.184e+02 7.828e-04 1.058e+00
11 4.338e-03 7.526e+01 5.955e-04 1.053e+00
12 5.299e-03 4.349e+02 4.634e-04 1.050e+00
13 5.889e-03 2.490e+02 3.677e-04 1.047e+00
14 5.283e-03 9.981e+01 2.967e-04 1.045e+00
15 4.652e-03 1.639e+02 2.428e-04 1.043e+00
16 4.173e-03 1.543e+02 2.012e-04 1.041e+00
17 3.676e-03 2.149e+01 1.687e-04 1.040e+00
18 3.048e-03 -8.970e+01 1.427e-04 1.039e+00
19 2.534e-03 -9.193e+01 1.219e-04 1.038e+00
20 2.130e-03 -9.394e+01 1.049e-04 1.037e+00
21 1.817e-03 -1.932e+01 9.090e-05 1.037e+00
22 1.589e-03 2.238e+01 7.930e-05 1.036e+00
23 1.399e-03 2.227e+01 6.960e-05 1.036e+00
# n	norm_2	alpha_2	norm_3	alpha_3
