2 1.803e+00 -4.626e-01 6.065e-02 1.291e+00
3 5.342e-01 2.402e+00 2.140e-02 2.256e+00
4 2.244e-01 -9.213e+00 9.754e-03 4.993e+00
5 9.945e-02 -4.132e+00 5.108e-03 1.789e+01
6 5.460e-02 5.558e+01 3.076e-03 3.759e+01
7 3.888e-02 3.372e+01 2.157e-03 9.559e-01
8 2.438e-02 -8.199e+01 1.479e-03 1.073e+00
9 1.198e-02 4.577e-01 1.058e-03 1.064e+00
10 9.114e-03 9.496e+02 7.828e-04 1.058e+00
11 1.088e-02 8.564e-01 5.955e-04 1.053e+00
12 8.456e-03 -1.758e+00 4.634e-04 1.050e+00
13 6.653e-03 -3.627e+01 3.677e-04 1.047e+00
14 5.077e-03 -9.379e+01 2.967e-04 1.045e+00
15 4.074e-03 8.534e+01 2.428e-04 1.043e+00
16 3.531e-03 9.007e+01 2.012e-04 1.041e+00
17 3.055e-03 4.038e+01 1.687e-04 1.040e+00
18 2.595e-03 -5.613e-01 1.427e-04 1.039e+00
19 2.215e-03 -5.637e-01 1.219e-04 1.038e+00
20 1.906e-03 -5.658e-01 1.049e-04 1.037e+00
21 1.652e-03 -8.931e-01 9.090e-05 1.037e+00
22 1.441e-03 -1.073e+00 7.930e-05 1.036e+00
23 1.264e-03 -1.074e+00 6.960e-05 1.036e+00
# n	norm_2	alpha_2	norm_3	alpha_3
