-6.0  -3.0  3.767e+48  1.323e+03  4.507e+02  2.021e+04  1.941e+02  4.9e+47
-6.0  -2.0  3.767e+49  2.462e+04  8.517e+03  2.569e+05  1.766e+03  4.9e+47
-6.0  -1.0  3.767e+50  1.993e+04  6.968e+03  2.636e+05  9.864e+03  4.9e+47
logZ  logU  Q_H        L_Ha       L_Hb       L_Lya      L_HeII     Q_H_SED
